name,genre,type,episodes,rating
sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46
"senki zesshou symphogear g: in the distance, that day, when the star became music...","Action, Music, Sci-Fi",TV,13,7.46
senki zesshou symphogear gx: believe in justice and hold a determination to fist.,"Action, Music, Sci-Fi",TV,13,7.46
shakugan no shana movie,"Action, Fantasy, Supernatural",Movie,1,7.46
smile precure! movie: ehon no naka wa minna chiguhagu!,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.46
soukyuu no fafner: dead aggressor - heaven and earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46
speed grapher,"Action, Mystery, Super Power",TV,24,7.46
"suisei no gargantia: meguru kouro, haruka","Action, Adventure, Mecha, Sci-Fi",OVA,2,7.46
uta no☆prince-sama♪ maji love 2000%: shining star xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.46
yawara! special: zutto kimi no koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46
aa! megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45
aa! megami-sama! (tv),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45
amanchu!,"Comedy, School, Shounen, Slice of Life",TV,12,7.45
bamboo blade,"Comedy, School, Seinen, Sports",TV,26,7.45
bishoujo senshi sailor moon supers special,"Magic, Romance, Shoujo",Special,3,7.45
black jack specials: inochi wo meguru yottsu no kiseki,Drama,Special,4,7.45
captain tsubasa: road to 2002,"Action, Shounen, Sports",TV,52,7.45
cuticle tantei inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45
fresh precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",TV,50,7.45
fullmetal alchemist: premium collection,"Comedy, Fantasy, Shounen",OVA,3,7.45
fushigiboshi no☆futagohime,"Comedy, Magic, Shoujo",TV,51,7.45
ginga kikoutai majestic prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45
groove adventure rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45
hakuouki reimeiroku tokuten disc,"Action, Josei, Supernatural",OVA,2,7.46
hanamaru youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45
hatsukoi limited,"Comedy, Romance, School, Shounen",TV,12,7.45
"high school dxd new: oppai, tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",OVA,1,7.45
high school! kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45
hikaru no go: new year special,"Comedy, Game, Shounen, Supernatural",Special,1,7.45
hokuto no ken: toki-den,"Action, Martial Arts",OVA,1,7.45
inazuma eleven go: chrono stone,"Shounen, Sports, Super Power",TV,51,7.45
keroro gunsou movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45
mahoraba: heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45
midori no hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45
natsu no arashi! akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45
ookami shoujo to kuro ouji ova,"Comedy, Romance, School, Shoujo",OVA,1,7.45
papa no iukoto wo kikinasai! ova,"Comedy, Romance, Slice of Life",OVA,2,7.45
potemayo specials,"Comedy, School, Seinen",Special,6,7.45
s.cry.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45
saber marionette j,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45
saint seiya: soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45
sayonara ginga tetsudou 999: andromeda shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45
shikabane hime: kuro,"Action, Horror",TV,12,7.45
shin taketori monogatari: 1000-nen joou,"Drama, Mystery, Sci-Fi",TV,42,7.45
shoukoushi cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45
shuangsheng lingtan,"Mystery, Psychological",ONA,20,7.45
steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45
steins;gate: soumei eichi no cognitive computing,Comedy,ONA,4,7.45
strawberry panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45
tiger mask nisei,"Action, Drama, Sports",TV,33,7.45
yes! precure 5 gogo! movie: okashi no kuni no happy birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45
yowamushi pedal: spare bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45
yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45
zoids shinseiki/zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45
beelzebub specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44
bishoujo senshi sailor moon memorial,"Demons, Magic, Romance, Shoujo",OVA,5,7.44
black bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44
brigadoon: marin to melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44
c: the money of soul and possibility control,"Action, Mystery, Super Power, Thriller",TV,11,7.44
doraemon: obaachan no omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44
el hazard: the magnificent world,"Adventure, Comedy, Fantasy, Romance",OVA,7,7.44
erementar gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44
fate/stay night: unlimited blade works 2nd season - sunny day,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.44
galaxy angel 3,"Comedy, Sci-Fi",TV,26,7.44
hayate no gotoku!!: atsu ga natsuize - mizugi-hen!,"Action, Comedy, Harem, Parody, Romance",OVA,1,7.44
love hina christmas special: silent eve,"Comedy, Romance, Slice of Life",Special,1,7.44
maoyuu maou yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44
minami-ke natsuyasumi,"Comedy, Slice of Life",OVA,1,7.44
nabari no ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44
needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44
one piece movie 5: norowareta seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44
one piece movie 8: episode of alabasta - sabaku no oujo to kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44
one piece: umi no heso no daibouken-hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.44
rekka no honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44
rozen maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44
soukou kihei votoms: pailsen files,"Mecha, Military, Sci-Fi, Space",OVA,12,7.44
soukyuu no fafner: dead aggressor - exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44
strike the blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44
strike the blood: valkyria no oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,2,7.44
tales of zestiria the x: saiyaku no jidai,"Action, Fantasy",Special,1,7.44
tari tari,"Music, School, Slice of Life",TV,13,7.44
tegamibachi gakuen,Comedy,Special,25,7.44
trinity blood,"Action, Supernatural, Vampire",TV,24,7.44
air gear special,"Shounen, Sports",Special,1,7.43
ao no exorcist: kuro no iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43
break blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43
damekko doubutsu,Comedy,TV,26,7.43
detective conan ova 02: 16 suspects,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.43
doraemon movie 09: nobita no parallel saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43
doraemon movie 29: shin nobita no uchuu kaitakushi,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.43
ef: a tale of melodies. - prologue,Music,Special,1,7.43
ganbarist! shun,"Comedy, Shounen, Sports",TV,30,7.43
ginga tetsudou no yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43
haiyore! nyaruko-san w,"Comedy, Parody, Sci-Fi",TV,12,7.43
himouto! umaru-chan: umaru-chan mou ikkai!,"Comedy, School, Seinen, Slice of Life",OVA,1,7.43
hori-san to miyamura-kun,"Comedy, Romance, School, Shounen",OVA,3,7.43
hyouka: motsubeki mono wa,Slice of Life,OVA,1,7.43
kakumeiki valvrave 2nd season,"Action, Mecha, Space",TV,12,7.43
kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43
kekkai sensen: ousama no restaurant no ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43
kiba,"Adventure, Fantasy, Shounen",TV,51,7.43
koi ni naritai aquarium,Music,Music,1,7.43
mobile suit gundam i,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43
nagasarete airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43
naruto: shippuuden movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43
naruto: shippuuden movie 2 - kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43
one piece: oounabara ni hirake! dekkai dekkai chichi no yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43
ore no imouto ga konnani kawaii wake ga nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43
oseam,"Adventure, Drama",Movie,1,7.43
ou dorobou jing in seventh heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",OVA,3,7.43
peace maker kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43
pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43
robot carnival,"Fantasy, Sci-Fi",OVA,1,7.43
robotics;notes,"Drama, Mystery, School, Sci-Fi",TV,22,7.43
rurouni kenshin: special techniques,"Action, Comedy, Samurai",Special,1,7.43
shounen maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43
slayers excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",OVA,3,7.43
strike witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43
"tamayura: hitotose - attakai kaze no omoide, nanode","Comedy, Drama, Slice of Life",Special,1,7.44
tekken chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",TV,20,7.43
tenkuu senki shurato,"Action, Fantasy, Magic, Shounen",TV,38,7.43
tobe! isami,"Action, Adventure, Comedy, Romance, Shounen",TV,50,7.43
trinity seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",TV,12,7.43
unico,"Adventure, Fantasy, Kids",Movie,1,7.43
uragiri wa boku no namae wo shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43
ansatsu kyoushitsu (tv): deai no jikan,"Action, Comedy, School, Shounen",Special,1,7.42
biohazard: damnation,"Action, Horror, Sci-Fi",Movie,1,7.42
black jack: futari no kuroi isha,Drama,Movie,1,7.42
cheonnyeon-yeowoo yeowoobi,"Drama, Fantasy, Sci-Fi",Movie,1,7.42
detroit metal city: birth of the metal devil,"Comedy, Music, Parody, Romance",Special,1,7.42
digimon xros wars: aku no death general to nanatsu no oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",TV,24,7.42
dokidoki densetsu: mahoujin guru guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42
doraemon movie 11: nobita to animal planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42
doraemon movie 13: nobita to kumo no oukoku,"Adventure, Comedy",Movie,1,7.42
doraemon movie 34: shin nobita no daimakyou - peko to 5-nin no tankentai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.42
hanayamata,"Comedy, School, Seinen, Slice of Life",TV,12,7.42
heisei tanuki gassen ponpoko,Kids,Movie,1,7.42
hibike! euphonium movie: kitauji koukou suisougaku-bu e youkoso,"Music, School",Movie,1,7.42
himitsu: the revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo",TV,26,7.42
ikoku meiro no croisée special,"Historical, Seinen, Slice of Life",Special,1,7.42
kami nomi zo shiru sekai: 4-nin to idol,"Comedy, Music, Shounen, Supernatural",OVA,1,7.42
kimi ni todoke 2nd season specials,"Comedy, Romance, Shoujo",Special,3,7.42
kindaichi shounen no jikenbo returns,"Mystery, Shounen",TV,25,7.42
kuroko no basket: oshaberi shiyokka,"Comedy, School, Shounen, Sports",Special,1,7.42
matantei loki ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,26,7.42
mär,"Action, Adventure, Comedy, Fantasy, Shounen",TV,102,7.42
mobile suit gundam seed destiny special edition,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Special,4,7.42
onegai☆teacher: himitsu na futari,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,7.42
"ore no nounai sentakushi ga, gakuen love comedy wo zenryoku de jama shiteiru ova","Comedy, Romance, School",OVA,1,7.42
phi brain: kami no puzzle - orpheus order-hen,"Action, Game, Mystery, Shounen",TV,25,7.42
phi brain: kami no puzzle - shukuteki! rätsel-hen,"Action, Game, Mystery, Shounen",TV,25,7.42
saint seiya: shinku no shounen densetsu,"Adventure, Fantasy, Sci-Fi, Shounen",Movie,1,7.42
saint seiya: tenkai-hen josou - overture,"Adventure, Sci-Fi, Shounen",Movie,1,7.42
seikai no monshou special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.42
slayers gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",Movie,1,7.42
slayers return,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.42
taiho shichau zo the movie,"Action, Comedy, Drama, Police, Shounen",Movie,1,7.42
taishou yakyuu musume.,"Comedy, Historical, School, Seinen, Sports",TV,12,7.42
tokyo majin gakuen kenpucho: tou dai ni maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",TV,12,7.42
yes! precure 5 movie: kagami no kuni no miracle daibouken!,"Fantasy, Music, Romance, Shoujo",Movie,1,7.42
zero no tsukaima: princesses no rondo - yuuwaku no sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",Special,1,7.42
07-ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",TV,25,7.41
aa! megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,7.41
afro samurai,"Action, Adventure, Samurai",TV,5,7.41
allison to lillia,"Action, Adventure, Shounen",TV,26,7.41
aoyama goushou tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",Special,7,7.41
chibi maruko-chan movie,"Comedy, School, Shoujo",Movie,1,7.41
denpa onna to seishun otoko special,"Comedy, Sci-Fi, Seinen",Special,1,7.41
doraemon movie 22: nobita to tsubasa no yuusha-tachi,"Adventure, Fantasy, Kids, Shounen",Movie,1,7.41
doraemon movie 24: nobita to fushigi kaze tsukai,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.41
ginga e kickoff!!,"Shounen, Sports",TV,39,7.41
grappler baki (tv),"Shounen, Sports",TV,24,7.41
hamatora the animation,"Comedy, Mystery, Super Power",TV,12,7.41
heavy object,"Action, Mecha, Military, Sci-Fi",TV,24,7.41
igpx: immortal grand prix (2005) 2nd season,"Mecha, Sci-Fi, Shounen, Sports",TV,13,7.41
jyu oh sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41
kaichou wa maid-sama!: goshujinsama to asonjao♥,"Comedy, School, Shoujo",Special,1,7.41
kimi ga nozomu eien,"Drama, Romance, Slice of Life",TV,14,7.41
kiniro mosaic,"Comedy, School, Slice of Life",TV,12,7.41
konjiki no gash bell!!: 101 banme no mamono,"Adventure, Shounen, Supernatural",Movie,1,7.41
maria-sama ga miteru 4th specials,Comedy,Special,11,7.41
masuda kousuke gekijou gag manga biyori +,Comedy,TV,12,7.41
minami-ke okawari,"Comedy, School, Slice of Life",TV,13,7.41
mobile suit gundam 00 the movie: a wakening of the trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,7.41
myself; yourself,"Drama, Romance, School",TV,13,7.41
noir,"Action, Drama, Mystery",TV,26,7.41
one piece: episode of alabasta - prologue,"Action, Adventure, Fantasy, Shounen",OVA,1,7.41
petshop of horrors,"Horror, Josei, Mystery, Supernatural",TV,4,7.41
plastic neesan,"Comedy, School",ONA,12,7.41
potemayo,"Comedy, School, Seinen",TV,12,7.41
precure all stars movie dx: minna tomodachi☆kiseki no zenin daishuugou!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.41
rail of the star: a true story of children,"Drama, Historical",Movie,1,7.41
saiunkoku monogatari soushuuhen,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",Special,9,7.41
selector infected wixoss,"Game, Psychological",TV,12,7.41
slayers great,"Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1,7.41
souten kouro,"Action, Adventure, Historical",TV,26,7.41
tabisuru nuigurumi: traveling daru,"Kids, Slice of Life",OVA,1,7.41
tenchi muyou! ryououki 3rd season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,6,7.41
"the idolm@ster cinderella girls: anytime, anywhere with cinderella.","Comedy, Drama, Music",Special,1,7.41
baka to test to shoukanjuu: spinout! sore ga bokura no nichijou,"Comedy, Romance, School, Super Power",Special,6,7.4
canaan,"Action, Seinen",TV,13,7.4
cardfight!! vanguard: link joker-hen,"Action, Adventure, Demons, Game, Shounen",TV,59,7.4
choujigen game neptune the animation ova,"Action, Comedy, Fantasy, Sci-Fi",OVA,1,7.4
crayon shin-chan movie 22: gachinko! gyakushuu no robo to-chan,"Comedy, Kids, Shounen",Movie,1,7.4
digimon adventure 02: diablomon no gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,7.4
dimension w: w no tobira online,"Sci-Fi, Seinen",Special,Unknown,7.4
doraemon movie 01: nobita no kyouryuu,"Adventure, Comedy",Movie,1,7.4
dragon ball super,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,Unknown,7.4
dragon ball: episode of bardock,"Action, Adventure, Comedy, Fantasy, Martial Arts, Sci-Fi, Shounen, Super Power",Special,1,7.4
harukanaru toki no naka de: maihitoyo,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Movie,1,7.4
ihatov gensou: kenji no haru,"Drama, Historical, Slice of Life",Movie,1,7.4
inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4
irregular hunter x: the day of sigma,"Action, Mecha, Sci-Fi, Shounen",OVA,1,7.4
mahoutsukai ni taisetsu na koto: natsu no sora,"Drama, Magic, Shounen, Slice of Life",TV,12,7.4
mai-otome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4
masuda kousuke gekijou gag manga biyori,"Comedy, Parody",TV,12,7.4
mondaiji-tachi ga isekai kara kuru sou desu yo?: onsen manyuuki,"Fantasy, Supernatural",OVA,1,7.4
musashi no ken,"Shounen, Sports",TV,72,7.4
natsu no arashi!,"Comedy, Romance, Supernatural",TV,13,7.4
nazo no kanojo x,"Ecchi, Romance, School, Seinen",TV,13,7.4
nogizaka haruka no himitsu: finale,"Comedy, Romance",OVA,4,7.4
onegai my melody: kuru kuru shuffle!,"Comedy, Fantasy, Magic",TV,52,7.4
pokemon advanced generation: mew to hadou no yuusha lucario,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,7.4
ramayana: the legend of prince rama,Adventure,Movie,1,7.4
rockman.exe movie: hikari to yami no program,"Action, Adventure, Game, Kids",Movie,1,7.4
seitokai no ichizon lv.2: watasu seitokai,"Comedy, Harem, Parody, School",OVA,1,7.4
sekirei,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,7.4
sekirei: pure engagement - kanwa ni dai,"Comedy, Ecchi, Harem",Special,1,7.4
senjou no valkyria 3: tagatame no juusou,"Action, Fantasy, Military",OVA,2,7.4
tetsuwan birdy decode: the cipher,"Action, Comedy, Sci-Fi",OVA,1,7.4
the sky crawlers,"Drama, Military",Movie,1,7.4
the third: aoi hitomi no shoujo,"Action, Adventure, Sci-Fi, Seinen",TV,24,7.4
vampire knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.4
witchblade,"Action, Sci-Fi, Super Power",TV,24,7.4
wonderful rush,Music,Music,1,7.4
after war gundam x,"Adventure, Drama, Mecha, Sci-Fi, Space",TV,39,7.39
air movie,"Drama, Romance, Supernatural",Movie,1,7.39
atashin&#039;chi,"Comedy, Slice of Life",TV,330,7.39
bishoujo senshi sailor moon: sailor stars - hero club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",OVA,3,7.39
doraemon movie 17: nobita to ginga express,Fantasy,Movie,1,7.39
doraemon: 2112-nen doraemon tanjou,"Comedy, Fantasy, Kids",Movie,1,7.39
doraemon: doraemon comes back,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Special,1,7.39
druaga no tou: the sword of uruk,"Adventure, Fantasy",TV,12,7.39
fate/kaleid liner prisma☆illya 2wei herz!,"Action, Comedy, Fantasy, Magic, Slice of Life",TV,10,7.39
fullmetal alchemist: reflections,"Adventure, Comedy, Drama, Fantasy, Military, Shounen",Special,1,7.39
genius party,"Action, Dementia, Fantasy, Mecha, Music, Psychological, Romance, Sci-Fi",Movie,7,7.39
genius party beyond,"Dementia, Fantasy, Music, Sci-Fi",Movie,5,7.39
gosenzo-sama banbanzai!,"Comedy, Sci-Fi",OVA,6,7.39
h2,"Comedy, Romance, Shounen, Sports",TV,41,7.39
haha wo tazunete sanzenri,"Adventure, Drama, Historical, Slice of Life",TV,52,7.39
haikara-san ga tooru,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,7.39
hunter x hunter movie: phantom rouge,"Action, Adventure, Shounen, Super Power",Movie,1,7.39
kaidan restaurant,"Horror, Kids, Mystery, Supernatural",TV,23,7.39
koutetsujou no kabaneri,"Action, Drama, Fantasy, Horror",TV,12,7.39
kuroshitsuji picture drama,"Demons, Supernatural",Special,1,7.39
machine-doll wa kizutsukanai,"Action, Ecchi, Fantasy, School, Seinen",TV,12,7.39
